customer_id,customer_name,email,country,registration_date
CUST00094,Customer 94,customer94@email.com,UK,2022-05-19
CUST00095,Customer 95,customer95@email.com,UK,2022-11-24
CUST00096,Customer 96,customer96@email.com,Canada,2022-12-19
CUST00097,Customer 97,customer97@email.com,France,2022-10-13
CUST00098,Customer 98,customer98@email.com,Canada,2022-04-23
CUST00099,Customer 99,customer99@email.com,Australia,2022-12-17
CUST00100,Customer 100,customer100@email.com,Australia,2022-06-16
CUST00101,Customer 101,customer101@email.com,Canada,2022-01-29
CUST00102,Customer 102,customer102@email.com,Australia,2022-04-28
CUST00103,Customer 103,customer103@email.com,France,2022-01-17
CUST00104,Customer 104,customer104@email.com,USA,2022-06-11
CUST00105,Customer 105,customer105@email.com,Canada,2022-07-25
CUST00106,Customer 106,customer106@email.com,India,2022-05-18
CUST00107,Customer 107,customer107@email.com,India,2022-02-03
CUST00108,Customer 108,customer108@email.com,UK,2022-04-19
CUST00109,Customer 109,customer109@email.com,Australia,2022-10-18
CUST00110,Customer 110,customer110@email.com,India,2022-06-11
CUST00111,Customer 111,customer111@email.com,UK,2022-04-19
CUST00112,Customer 112,customer112@email.com,USA,2022-12-02
CUST00113,Customer 113,customer113@email.com,France,2022-09-13
CUST00114,Customer 114,customer114@email.com,France,2022-07-22
CUST00115,Customer 115,customer115@email.com,France,2022-11-26
CUST00116,Customer 116,customer116@email.com,India,2022-08-23
CUST00117,Customer 117,customer117@email.com,USA,2022-03-15
CUST00118,Customer 118,customer118@email.com,India,2022-05-16
CUST00119,Customer 119,customer119@email.com,Australia,2022-03-13
CUST00120,Customer 120,customer120@email.com,India,2022-05-07
CUST00121,Customer 121,customer121@email.com,USA,2022-10-15
CUST00122,Customer 122,customer122@email.com,USA,2022-10-03
CUST00123,Customer 123,customer123@email.com,Australia,2022-05-15
CUST00124,Customer 124,customer124@email.com,USA,2022-10-27
CUST00125,Customer 125,customer125@email.com,USA,2022-08-08
CUST00126,Customer 126,customer126@email.com,France,2022-10-26
CUST00127,Customer 127,customer127@email.com,Australia,2022-07-24
CUST00128,Customer 128,customer128@email.com,Germany,2022-07-05
CUST00129,Customer 129,customer129@email.com,Germany,2022-04-23
CUST00130,Customer 130,customer130@email.com,USA,2022-03-12
CUST00131,Customer 131,customer131@email.com,Germany,2022-09-18
CUST00132,Customer 132,customer132@email.com,Germany,2022-09-10
CUST00133,Customer 133,customer133@email.com,USA,2022-02-16
CUST00134,Customer 134,customer134@email.com,Germany,2022-01-25
CUST00135,Customer 135,customer135@email.com,India,2022-02-26
CUST00136,Customer 136,customer136@email.com,UK,2022-03-20
CUST00137,Customer 137,customer137@email.com,Australia,2022-11-18
CUST00138,Customer 138,customer138@email.com,UK,2022-03-23
CUST00139,Customer 139,customer139@email.com,USA,2022-12-15
CUST00140,Customer 140,customer140@email.com,France,2022-08-05
CUST00141,Customer 141,customer141@email.com,Australia,2022-11-02
CUST00142,Customer 142,customer142@email.com,USA,2022-02-02
CUST00143,Customer 143,customer143@email.com,France,2022-07-17
CUST00144,Customer 144,customer144@email.com,UK,2022-07-15
CUST00145,Customer 145,customer145@email.com,USA,2022-11-02
CUST00146,Customer 146,customer146@email.com,Australia,2022-08-28
CUST00147,Customer 147,customer147@email.com,Australia,2022-09-28
CUST00148,Customer 148,customer148@email.com,Canada,2022-05-09
CUST00149,Customer 149,customer149@email.com,India,2022-10-11
CUST00150,Customer 150,customer150@email.com,Germany,2022-01-06
CUST00151,Customer 151,customer151@email.com,France,2022-12-15
CUST00152,Customer 152,customer152@email.com,Canada,2022-02-28
CUST00153,Customer 153,customer153@email.com,Germany,2022-12-16
CUST00154,Customer 154,customer154@email.com,Germany,2022-10-02
CUST00155,Customer 155,customer155@email.com,USA,2022-05-17
CUST00156,Customer 156,customer156@email.com,Germany,2022-11-25
CUST00157,Customer 157,customer157@email.com,India,2022-06-24
CUST00158,Customer 158,customer158@email.com,Australia,2022-02-27
CUST00159,Customer 159,customer159@email.com,Canada,2022-05-31
CUST00160,Customer 160,customer160@email.com,Germany,2022-08-11
CUST00161,Customer 161,customer161@email.com,USA,2022-03-22
CUST00162,Customer 162,customer162@email.com,India,2022-08-21
CUST00163,Customer 163,customer163@email.com,UK,2022-01-02
CUST00164,Customer 164,customer164@email.com,Australia,2022-05-15
CUST00165,Customer 165,customer165@email.com,Australia,2022-09-14
CUST00166,Customer 166,customer166@email.com,Canada,2022-04-02
CUST00167,Customer 167,customer167@email.com,Australia,2022-09-17
CUST00168,Customer 168,customer168@email.com,Germany,2022-02-24
CUST00169,Customer 169,customer169@email.com,USA,2022-11-17
CUST00170,Customer 170,customer170@email.com,Australia,2022-06-02
CUST00171,Customer 171,customer171@email.com,Australia,2022-11-24
CUST00172,Customer 172,customer172@email.com,UK,2022-09-17
CUST00173,Customer 173,customer173@email.com,UK,2022-11-08
CUST00174,Customer 174,customer174@email.com,France,2022-04-12
CUST00175,Customer 175,customer175@email.com,India,2022-03-20
CUST00176,Customer 176,customer176@email.com,Germany,2022-07-11
CUST00177,Customer 177,customer177@email.com,Australia,2022-03-24
CUST00178,Customer 178,customer178@email.com,Australia,2022-10-04
CUST00179,Customer 179,customer179@email.com,USA,2022-09-29
CUST00180,Customer 180,customer180@email.com,France,2022-01-01
CUST00181,Customer 181,customer181@email.com,India,2022-11-03
CUST00182,Customer 182,customer182@email.com,France,2022-06-15
CUST00183,Customer 183,customer183@email.com,Canada,2022-09-08
CUST00184,Customer 184,customer184@email.com,India,2022-01-10
CUST00185,Customer 185,customer185@email.com,Australia,2022-02-27
CUST00186,Customer 186,customer186@email.com,Australia,2022-07-05
CUST00187,Customer 187,customer187@email.com,India,2022-06-07
CUST00188,Customer 188,customer188@email.com,Australia,2022-05-03
CUST00189,Customer 189,customer189@email.com,Germany,2022-01-30
CUST00190,Customer 190,customer190@email.com,India,2022-05-04
CUST00191,Customer 191,customer191@email.com,France,2022-10-18
CUST00192,Customer 192,customer192@email.com,India,2022-02-10
CUST00193,Customer 193,customer193@email.com,Australia,2022-02-13
CUST00194,Customer 194,customer194@email.com,Germany,2022-09-06
CUST00195,Customer 195,customer195@email.com,Germany,2022-02-05
CUST00196,Customer 196,customer196@email.com,Canada,2022-09-30
CUST00197,Customer 197,customer197@email.com,France,2022-03-06
CUST00198,Customer 198,customer198@email.com,UK,2022-03-07
CUST00199,Customer 199,customer199@email.com,UK,2022-12-04
CUST00200,Customer 200,customer200@email.com,India,2022-09-01
CUST00201,Customer 201,customer201@email.com,Canada,2022-10-09
CUST00202,Customer 202,customer202@email.com,USA,2022-03-26
CUST00203,Customer 203,customer203@email.com,India,2022-05-16
CUST00204,Customer 204,customer204@email.com,Canada,2022-09-28
CUST00205,Customer 205,customer205@email.com,France,2022-11-07
CUST00206,Customer 206,customer206@email.com,France,2022-08-05
CUST00207,Customer 207,customer207@email.com,France,2022-04-19
CUST00208,Customer 208,customer208@email.com,France,2022-10-04
CUST00209,Customer 209,customer209@email.com,France,2022-12-20
CUST00210,Customer 210,customer210@email.com,Canada,2022-04-13
CUST00211,Customer 211,customer211@email.com,Canada,2023-01-01
CUST00212,Customer 212,customer212@email.com,Germany,2022-06-09
CUST00213,Customer 213,customer213@email.com,UK,2022-07-24
CUST00214,Customer 214,customer214@email.com,Australia,2022-12-10
CUST00215,Customer 215,customer215@email.com,France,2022-11-29
CUST00216,Customer 216,customer216@email.com,USA,2022-07-11
CUST00217,Customer 217,customer217@email.com,Australia,2022-08-13
CUST00218,Customer 218,customer218@email.com,Canada,2022-09-22
CUST00219,Customer 219,customer219@email.com,USA,2022-08-20
CUST00220,Customer 220,customer220@email.com,USA,2022-03-03
CUST00221,Customer 221,customer221@email.com,USA,2022-05-07
CUST00222,Customer 222,customer222@email.com,Germany,2022-04-26
CUST00223,Customer 223,customer223@email.com,Canada,2022-02-02
CUST00224,Customer 224,customer224@email.com,USA,2022-06-23
CUST00225,Customer 225,customer225@email.com,France,2022-01-11
CUST00226,Customer 226,customer226@email.com,India,2022-10-29
CUST00227,Customer 227,customer227@email.com,USA,2022-10-11
CUST00228,Customer 228,customer228@email.com,Germany,2022-04-28
CUST00229,Customer 229,customer229@email.com,Australia,2022-10-29
CUST00230,Customer 230,customer230@email.com,Canada,2022-04-23
CUST00231,Customer 231,customer231@email.com,Germany,2022-01-04
CUST00232,Customer 232,customer232@email.com,USA,2022-02-06
CUST00233,Customer 233,customer233@email.com,Canada,2022-12-29
CUST00234,Customer 234,customer234@email.com,India,2022-11-20
CUST00235,Customer 235,customer235@email.com,USA,2022-01-31
CUST00236,Customer 236,customer236@email.com,Germany,2022-04-28
CUST00237,Customer 237,customer237@email.com,UK,2022-02-04
CUST00238,Customer 238,customer238@email.com,France,2022-01-17
CUST00239,Customer 239,customer239@email.com,Australia,2022-06-19
CUST00240,Customer 240,customer240@email.com,Germany,2022-02-06
CUST00241,Customer 241,customer241@email.com,Canada,2022-09-21
CUST00242,Customer 242,customer242@email.com,USA,2022-05-02
CUST00243,Customer 243,customer243@email.com,France,2022-05-23
CUST00244,Customer 244,customer244@email.com,USA,2022-12-09
CUST00245,Customer 245,customer245@email.com,Canada,2022-09-06
CUST00246,Customer 246,customer246@email.com,USA,2022-04-20
CUST00247,Customer 247,customer247@email.com,UK,2022-10-04
CUST00248,Customer 248,customer248@email.com,France,2022-03-09
CUST00249,Customer 249,customer249@email.com,France,2022-10-20
CUST00250,Customer 250,customer250@email.com,Canada,2022-10-23
CUST00251,Customer 251,customer251@email.com,Australia,2022-08-31
CUST00252,Customer 252,customer252@email.com,UK,2022-05-05
CUST00253,Customer 253,customer253@email.com,Germany,2022-08-31
CUST00254,Customer 254,customer254@email.com,USA,2022-07-28
CUST00255,Customer 255,customer255@email.com,India,2022-04-08
CUST00256,Customer 256,customer256@email.com,USA,2022-02-18
CUST00257,Customer 257,customer257@email.com,USA,2022-02-19
CUST00258,Customer 258,customer258@email.com,Germany,2022-12-04
CUST00259,Customer 259,customer259@email.com,USA,2022-08-09
CUST00260,Customer 260,customer260@email.com,UK,2022-07-01
CUST00261,Customer 261,customer261@email.com,UK,2022-08-05
CUST00262,Customer 262,customer262@email.com,France,2022-07-30
CUST00263,Customer 263,customer263@email.com,Canada,2022-08-28
CUST00264,Customer 264,customer264@email.com,Australia,2022-01-28
CUST00265,Customer 265,customer265@email.com,India,2022-12-11
CUST00266,Customer 266,customer266@email.com,USA,2022-12-01
CUST00267,Customer 267,customer267@email.com,USA,2022-11-27
CUST00268,Customer 268,customer268@email.com,Germany,2022-02-20
CUST00269,Customer 269,customer269@email.com,Canada,2022-02-01
CUST00270,Customer 270,customer270@email.com,UK,2022-07-26
CUST00271,Customer 271,customer271@email.com,India,2022-06-23
CUST00272,Customer 272,customer272@email.com,France,2022-02-25
CUST00273,Customer 273,customer273@email.com,UK,2022-05-08
CUST00274,Customer 274,customer274@email.com,Canada,2022-04-09
CUST00275,Customer 275,customer275@email.com,Australia,2022-04-08
CUST00276,Customer 276,customer276@email.com,France,2022-10-02
CUST00277,Customer 277,customer277@email.com,Australia,2022-08-18
CUST00278,Customer 278,customer278@email.com,Germany,2022-03-13
CUST00279,Customer 279,customer279@email.com,Germany,2022-08-05
CUST00280,Customer 280,customer280@email.com,USA,2022-04-04
CUST00281,Customer 281,customer281@email.com,Australia,2022-05-23
CUST00282,Customer 282,customer282@email.com,Canada,2022-08-25
CUST00283,Customer 283,customer283@email.com,India,2022-05-08
CUST00284,Customer 284,customer284@email.com,France,2022-02-08
CUST00285,Customer 285,customer285@email.com,UK,2022-08-15
CUST00286,Customer 286,customer286@email.com,Canada,2022-10-09
CUST00287,Customer 287,customer287@email.com,Canada,2022-02-20
CUST00288,Customer 288,customer288@email.com,Germany,2022-01-26
CUST00289,Customer 289,customer289@email.com,Australia,2022-11-30
CUST00290,Customer 290,customer290@email.com,USA,2022-10-04
CUST00291,Customer 291,customer291@email.com,USA,2022-01-08
CUST00292,Customer 292,customer292@email.com,France,2022-02-17
CUST00293,Customer 293,customer293@email.com,Germany,2022-05-02
CUST00294,Customer 294,customer294@email.com,Canada,2022-03-27
CUST00295,Customer 295,customer295@email.com,India,2022-07-28
CUST00296,Customer 296,customer296@email.com,Germany,2022-09-06
CUST00297,Customer 297,customer297@email.com,France,2022-09-04
CUST00298,Customer 298,customer298@email.com,France,2022-04-20
CUST00299,Customer 299,customer299@email.com,Germany,2022-07-25
CUST00300,Customer 300,customer300@email.com,France,2022-01-31
CUST00301,Customer 301,customer301@email.com,Germany,2022-03-26
CUST00302,Customer 302,customer302@email.com,UK,2022-07-14
CUST00303,Customer 303,customer303@email.com,Germany,2022-01-02
CUST00304,Customer 304,customer304@email.com,Australia,2022-07-19
CUST00305,Customer 305,customer305@email.com,Germany,2022-05-16
CUST00306,Customer 306,customer306@email.com,France,2022-08-21
CUST00307,Customer 307,customer307@email.com,Australia,2022-05-27
CUST00308,Customer 308,customer308@email.com,France,2022-08-05
CUST00309,Customer 309,customer309@email.com,USA,2022-12-23
CUST00310,Customer 310,customer310@email.com,USA,2022-10-12
CUST00311,Customer 311,customer311@email.com,Australia,2022-12-05
CUST00312,Customer 312,customer312@email.com,UK,2022-09-07
CUST00313,Customer 313,customer313@email.com,USA,2022-03-21
CUST00314,Customer 314,customer314@email.com,Germany,2022-04-08
CUST00315,Customer 315,customer315@email.com,France,2022-06-01
CUST00316,Customer 316,customer316@email.com,USA,2022-04-22
CUST00317,Customer 317,customer317@email.com,USA,2022-01-30
CUST00318,Customer 318,customer318@email.com,UK,2022-10-24
CUST00319,Customer 319,customer319@email.com,Australia,2022-10-05
CUST00320,Customer 320,customer320@email.com,Australia,2022-02-01
CUST00321,Customer 321,customer321@email.com,Canada,2022-06-10
CUST00322,Customer 322,customer322@email.com,UK,2022-01-30
CUST00323,Customer 323,customer323@email.com,Germany,2022-01-26
CUST00324,Customer 324,customer324@email.com,Australia,2022-10-27
CUST00325,Customer 325,customer325@email.com,France,2022-09-02
CUST00326,Customer 326,customer326@email.com,UK,2022-09-15
CUST00327,Customer 327,customer327@email.com,USA,2022-09-29
CUST00328,Customer 328,customer328@email.com,France,2022-03-22
CUST00329,Customer 329,customer329@email.com,France,2022-01-30
CUST00330,Customer 330,customer330@email.com,USA,2022-09-18
CUST00331,Customer 331,customer331@email.com,UK,2022-02-11
CUST00332,Customer 332,customer332@email.com,USA,2022-04-06
CUST00333,Customer 333,customer333@email.com,Canada,2022-02-05
CUST00334,Customer 334,customer334@email.com,France,2022-11-01
CUST00335,Customer 335,customer335@email.com,India,2022-02-04
CUST00336,Customer 336,customer336@email.com,India,2022-12-12
CUST00337,Customer 337,customer337@email.com,Germany,2022-05-01
CUST00338,Customer 338,customer338@email.com,Australia,2022-07-26
CUST00339,Customer 339,customer339@email.com,USA,2022-03-03
CUST00340,Customer 340,customer340@email.com,USA,2022-10-19
CUST00341,Customer 341,customer341@email.com,Germany,2022-05-07
CUST00342,Customer 342,customer342@email.com,Germany,2022-10-24
CUST00343,Customer 343,customer343@email.com,Germany,2022-11-01
CUST00344,Customer 344,customer344@email.com,France,2022-01-21
CUST00345,Customer 345,customer345@email.com,Canada,2022-11-14
CUST00346,Customer 346,customer346@email.com,USA,2022-02-11
CUST00347,Customer 347,customer347@email.com,France,2022-08-03
CUST00348,Customer 348,customer348@email.com,Germany,2022-12-03
CUST00349,Customer 349,customer349@email.com,USA,2022-10-26
CUST00350,Customer 350,customer350@email.com,France,2022-10-17
CUST00351,Customer 351,customer351@email.com,Canada,2022-09-25
CUST00352,Customer 352,customer352@email.com,France,2022-06-11
CUST00353,Customer 353,customer353@email.com,Canada,2022-05-14
CUST00354,Customer 354,customer354@email.com,Germany,2022-04-15
CUST00355,Customer 355,customer355@email.com,Canada,2022-12-09
CUST00356,Customer 356,customer356@email.com,USA,2022-06-10
CUST00357,Customer 357,customer357@email.com,Germany,2022-05-03
CUST00358,Customer 358,customer358@email.com,USA,2022-05-16
CUST00359,Customer 359,customer359@email.com,India,2022-07-22
CUST00360,Customer 360,customer360@email.com,UK,2022-03-09
CUST00361,Customer 361,customer361@email.com,Canada,2022-12-10
CUST00362,Customer 362,customer362@email.com,UK,2022-11-27
CUST00363,Customer 363,customer363@email.com,UK,2022-06-03
CUST00364,Customer 364,customer364@email.com,Canada,2022-08-23
CUST00365,Customer 365,customer365@email.com,Germany,2022-06-11
CUST00366,Customer 366,customer366@email.com,India,2022-02-07
CUST00367,Customer 367,customer367@email.com,USA,2022-01-05
CUST00368,Customer 368,customer368@email.com,France,2022-08-23
CUST00369,Customer 369,customer369@email.com,USA,2022-11-15
CUST00370,Customer 370,customer370@email.com,France,2022-10-16
CUST00371,Customer 371,customer371@email.com,USA,2022-02-21
CUST00372,Customer 372,customer372@email.com,Canada,2022-02-07
CUST00373,Customer 373,customer373@email.com,India,2022-10-03
CUST00374,Customer 374,customer374@email.com,France,2022-04-20
CUST00375,Customer 375,customer375@email.com,Australia,2022-09-17
CUST00376,Customer 376,customer376@email.com,Germany,2022-05-16
CUST00377,Customer 377,customer377@email.com,USA,2022-03-09
CUST00378,Customer 378,customer378@email.com,USA,2022-06-28
CUST00379,Customer 379,customer379@email.com,France,2022-02-05
CUST00380,Customer 380,customer380@email.com,Germany,2022-05-06
CUST00381,Customer 381,customer381@email.com,Germany,2022-07-09
CUST00382,Customer 382,customer382@email.com,Canada,2022-05-26
CUST00383,Customer 383,customer383@email.com,Australia,2022-03-22
CUST00384,Customer 384,customer384@email.com,Canada,2022-08-13
CUST00385,Customer 385,customer385@email.com,Canada,2022-10-06
CUST00386,Customer 386,customer386@email.com,Canada,2022-12-27
CUST00387,Customer 387,customer387@email.com,Canada,2022-06-04
CUST00388,Customer 388,customer388@email.com,Canada,2022-11-10
CUST00389,Customer 389,customer389@email.com,India,2022-12-01
CUST00390,Customer 390,customer390@email.com,Germany,2022-09-28
CUST00391,Customer 391,customer391@email.com,Canada,2022-01-05
CUST00392,Customer 392,customer392@email.com,Germany,2022-12-08
CUST00393,Customer 393,customer393@email.com,Germany,2022-10-11
CUST00394,Customer 394,customer394@email.com,UK,2022-06-03
CUST00395,Customer 395,customer395@email.com,India,2022-12-06
CUST00396,Customer 396,customer396@email.com,Canada,2022-02-23
CUST00397,Customer 397,customer397@email.com,USA,2022-03-10
CUST00398,Customer 398,customer398@email.com,France,2022-05-16
CUST00399,Customer 399,customer399@email.com,Australia,2022-03-01
CUST00400,Customer 400,customer400@email.com,USA,2022-02-24
CUST00401,Customer 401,customer401@email.com,India,2022-10-11
CUST00402,Customer 402,customer402@email.com,France,2022-03-21
CUST00403,Customer 403,customer403@email.com,India,2022-05-20
CUST00404,Customer 404,customer404@email.com,Germany,2022-05-25
CUST00405,Customer 405,customer405@email.com,France,2022-11-06
CUST00406,Customer 406,customer406@email.com,Germany,2022-04-18
CUST00407,Customer 407,customer407@email.com,USA,2022-06-25
CUST00408,Customer 408,customer408@email.com,USA,2022-04-15
CUST00409,Customer 409,customer409@email.com,France,2022-12-18
CUST00410,Customer 410,customer410@email.com,France,2022-11-21
CUST00411,Customer 411,customer411@email.com,Canada,2022-05-16
CUST00412,Customer 412,customer412@email.com,India,2022-09-16
CUST00413,Customer 413,customer413@email.com,Canada,2022-09-08
CUST00414,Customer 414,customer414@email.com,India,2022-05-09
CUST00415,Customer 415,customer415@email.com,Canada,2022-01-27
CUST00416,Customer 416,customer416@email.com,Germany,2022-02-17
CUST00417,Customer 417,customer417@email.com,France,2022-11-21
CUST00418,Customer 418,customer418@email.com,USA,2022-08-05
CUST00419,Customer 419,customer419@email.com,India,2022-05-22
CUST00420,Customer 420,customer420@email.com,India,2022-01-23
CUST00421,Customer 421,customer421@email.com,USA,2022-01-02
CUST00422,Customer 422,customer422@email.com,Canada,2022-06-20
CUST00423,Customer 423,customer423@email.com,India,2022-03-08
CUST00424,Customer 424,customer424@email.com,Australia,2022-11-23
CUST00425,Customer 425,customer425@email.com,Germany,2022-05-15
CUST00426,Customer 426,customer426@email.com,France,2022-03-24
CUST00427,Customer 427,customer427@email.com,USA,2022-08-15
CUST00428,Customer 428,customer428@email.com,France,2022-10-10
CUST00429,Customer 429,customer429@email.com,Australia,2022-12-28
CUST00430,Customer 430,customer430@email.com,India,2022-08-07
CUST00431,Customer 431,customer431@email.com,India,2022-10-15
CUST00432,Customer 432,customer432@email.com,Australia,2022-01-05
CUST00433,Customer 433,customer433@email.com,USA,2022-02-27
CUST00434,Customer 434,customer434@email.com,Germany,2022-02-08
CUST00435,Customer 435,customer435@email.com,UK,2022-12-20
CUST00436,Customer 436,customer436@email.com,USA,2022-03-18
CUST00437,Customer 437,customer437@email.com,UK,2022-10-07
CUST00438,Customer 438,customer438@email.com,Australia,2022-01-19
CUST00439,Customer 439,customer439@email.com,Canada,2022-07-09
CUST00440,Customer 440,customer440@email.com,UK,2022-10-26
CUST00441,Customer 441,customer441@email.com,Germany,2022-10-10
CUST00442,Customer 442,customer442@email.com,Canada,2022-03-17
CUST00443,Customer 443,customer443@email.com,UK,2022-08-09
CUST00444,Customer 444,customer444@email.com,Australia,2022-03-07
CUST00445,Customer 445,customer445@email.com,Canada,2022-01-22
CUST00446,Customer 446,customer446@email.com,Australia,2022-06-07
CUST00447,Customer 447,customer447@email.com,UK,2022-07-06
CUST00448,Customer 448,customer448@email.com,Australia,2022-01-21
CUST00449,Customer 449,customer449@email.com,Germany,2022-07-03
CUST00450,Customer 450,customer450@email.com,UK,2022-04-18
CUST00451,Customer 451,customer451@email.com,UK,2022-12-16
CUST00452,Customer 452,customer452@email.com,UK,2022-05-08
CUST00453,Customer 453,customer453@email.com,USA,2022-12-08
CUST00454,Customer 454,customer454@email.com,USA,2022-02-22
CUST00455,Customer 455,customer455@email.com,USA,2022-07-01
CUST00456,Customer 456,customer456@email.com,Germany,2022-10-14
CUST00457,Customer 457,customer457@email.com,Canada,2022-07-28
CUST00458,Customer 458,customer458@email.com,Australia,2022-11-14
CUST00459,Customer 459,customer459@email.com,India,2022-03-21
CUST00460,Customer 460,customer460@email.com,UK,2022-05-02
CUST00461,Customer 461,customer461@email.com,Australia,2022-03-25
CUST00462,Customer 462,customer462@email.com,UK,2022-04-01
CUST00463,Customer 463,customer463@email.com,Germany,2022-07-31
